timestamp,date,n_sick,calls,sby_need
2017-10-11,2017-10-11,88,7854.0,0.0
2017-10-12,2017-10-12,92,7050.0,0.0
2017-10-13,2017-10-13,88,6468.0,0.0
2017-10-14,2017-10-14,75,6972.0,0.0
2017-10-15,2017-10-15,88,7908.0,0.0
2017-10-16,2017-10-16,96,9054.0,107.0
2017-10-17,2017-10-17,94,7728.0,0.0
2017-10-18,2017-10-18,93,7518.0,0.0
2017-10-19,2017-10-19,93,8472.0,0.0
2017-10-20,2017-10-20,97,7434.0,0.0
2017-10-21,2017-10-21,96,6966.0,0.0
2017-10-22,2017-10-22,95,7062.0,0.0
2017-10-23,2017-10-23,89,7596.0,0.0
2017-10-24,2017-10-24,81,8346.0,0.0
2017-10-25,2017-10-25,78,7608.0,0.0
2017-10-26,2017-10-26,77,7854.0,0.0
2017-10-27,2017-10-27,73,8502.0,0.0
2017-10-28,2017-10-28,64,6462.0,0.0
2017-10-29,2017-10-29,119,7764.0,0.0
2017-10-30,2017-10-30,64,9258.0,116.0
2017-10-31,2017-10-31,64,7200.0,0.0
2017-11-01,2017-11-01,57,9930.0,243.0
2017-11-02,2017-11-02,60,8766.0,14.0
2017-11-03,2017-11-03,62,9468.0,156.0
2017-11-04,2017-11-04,49,7650.0,0.0
2017-11-05,2017-11-05,61,7086.0,0.0
2017-11-06,2017-11-06,64,7494.0,0.0
2017-11-07,2017-11-07,64,7638.0,0.0
2017-11-08,2017-11-08,58,7128.0,0.0
2017-11-09,2017-11-09,73,6360.0,0.0
2017-11-10,2017-11-10,68,6930.0,0.0
2017-11-11,2017-11-11,64,7170.0,0.0
2017-11-12,2017-11-12,61,6360.0,0.0
2017-11-13,2017-11-13,61,8610.0,0.0
2017-11-14,2017-11-14,63,8322.0,0.0
2017-11-15,2017-11-15,68,7206.0,0.0
2017-11-16,2017-11-16,65,7182.0,0.0
2017-11-17,2017-11-17,73,6870.0,0.0
2017-11-18,2017-11-18,65,6294.0,0.0
2017-11-19,2017-11-19,67,5724.0,0.0
2017-11-20,2017-11-20,70,6126.0,0.0
2017-11-21,2017-11-21,70,7740.0,0.0
2017-11-22,2017-11-22,62,7674.0,0.0
2017-11-23,2017-11-23,59,6048.0,0.0
2017-11-24,2017-11-24,60,6402.0,0.0
2017-11-25,2017-11-25,52,6444.0,0.0
2017-11-26,2017-11-26,62,5532.0,0.0
2017-11-27,2017-11-27,72,6042.0,0.0
2017-11-28,2017-11-28,70,7632.0,0.0
2017-11-29,2017-11-29,67,6150.0,0.0
2017-11-30,2017-11-30,67,7620.0,0.0
2017-12-01,2017-12-01,69,8082.0,0.0
2017-12-02,2017-12-02,62,6030.0,0.0
2017-12-03,2017-12-03,66,6312.0,0.0
2017-12-04,2017-12-04,76,7158.0,0.0
2017-12-05,2017-12-05,71,8406.0,0.0
2017-12-06,2017-12-06,66,7644.0,0.0
2017-12-07,2017-12-07,69,6954.0,0.0
2017-12-08,2017-12-08,59,6714.0,0.0
2017-12-09,2017-12-09,57,7338.0,0.0
2017-12-10,2017-12-10,66,6390.0,0.0
2017-12-11,2017-12-11,68,6162.0,0.0
2017-12-12,2017-12-12,67,7602.0,0.0
2017-12-13,2017-12-13,69,6450.0,0.0
2017-12-14,2017-12-14,79,6480.0,0.0
2017-12-15,2017-12-15,83,5556.0,0.0
2017-12-16,2017-12-16,74,7620.0,0.0
2017-12-17,2017-12-17,75,5364.0,0.0
2017-12-18,2017-12-18,83,6096.0,0.0
2017-12-19,2017-12-19,82,5988.0,0.0
2017-12-20,2017-12-20,78,6714.0,0.0
2017-12-21,2017-12-21,83,7800.0,0.0
2017-12-22,2017-12-22,81,7062.0,0.0
2017-12-23,2017-12-23,65,7152.0,0.0
2017-12-24,2017-12-24,57,4854.0,0.0
2017-12-25,2017-12-25,60,7692.0,0.0
2017-12-26,2017-12-26,62,5814.0,0.0
2017-12-27,2017-12-27,76,6558.0,0.0
2017-12-28,2017-12-28,81,6978.0,0.0
2017-12-29,2017-12-29,75,7494.0,0.0
2017-12-30,2017-12-30,71,6432.0,0.0
2017-12-31,2017-12-31,71,4908.0,0.0
2018-01-01,2018-01-01,64,9006.0,0.0
2018-01-02,2018-01-02,75,7224.0,0.0
2018-01-03,2018-01-03,74,6480.0,0.0
2018-01-04,2018-01-04,80,6756.0,0.0
2018-01-05,2018-01-05,80,8436.0,0.0
2018-01-06,2018-01-06,76,7506.0,0.0
2018-01-07,2018-01-07,81,7476.0,0.0
2018-01-08,2018-01-08,90,8412.0,0.0
2018-01-09,2018-01-09,83,8202.0,0.0
2018-01-10,2018-01-10,82,8460.0,0.0
2018-01-11,2018-01-11,80,6834.0,0.0
2018-01-12,2018-01-12,82,7374.0,0.0
2018-01-13,2018-01-13,73,6642.0,0.0
2018-01-14,2018-01-14,84,6756.0,0.0
2018-01-15,2018-01-15,90,6804.0,0.0
2018-01-16,2018-01-16,90,8040.0,0.0
2018-01-17,2018-01-17,83,5742.0,0.0
2018-01-18,2018-01-18,86,8034.0,0.0
2018-01-19,2018-01-19,93,8088.0,0.0
2018-01-20,2018-01-20,78,5808.0,0.0
2018-01-21,2018-01-21,85,6864.0,0.0
2018-01-22,2018-01-22,75,5514.0,0.0
2018-01-23,2018-01-23,66,5838.0,0.0
2018-01-24,2018-01-24,69,6486.0,0.0
2018-01-25,2018-01-25,68,5334.0,0.0
2018-01-26,2018-01-26,65,6618.0,0.0
2018-01-27,2018-01-27,65,6864.0,0.0
2018-01-28,2018-01-28,73,6390.0,0.0
2018-01-29,2018-01-29,80,7416.0,0.0
2018-01-30,2018-01-30,81,5484.0,0.0
2018-01-31,2018-01-31,84,6438.0,0.0
2018-02-01,2018-02-01,70,8400.0,0.0
2018-02-02,2018-02-02,77,7938.0,0.0
2018-02-03,2018-02-03,63,8616.0,0.0
2018-02-04,2018-02-04,71,7686.0,0.0
2018-02-05,2018-02-05,70,7548.0,0.0
2018-02-06,2018-02-06,69,7416.0,0.0
2018-02-07,2018-02-07,69,6960.0,0.0
2018-02-08,2018-02-08,73,7962.0,0.0
2018-02-09,2018-02-09,66,8310.0,0.0
2018-02-10,2018-02-10,56,8010.0,0.0
2018-02-11,2018-02-11,66,6606.0,0.0
2018-02-12,2018-02-12,75,6576.0,0.0
2018-02-13,2018-02-13,58,7410.0,0.0
2018-02-14,2018-02-14,64,7038.0,0.0
2018-02-15,2018-02-15,60,7176.0,0.0
2018-02-16,2018-02-16,75,5868.0,0.0
2018-02-17,2018-02-17,64,7788.0,0.0
2018-02-18,2018-02-18,65,7284.0,0.0
2018-02-19,2018-02-19,67,8076.0,0.0
2018-02-20,2018-02-20,67,6678.0,0.0
2018-02-21,2018-02-21,75,8784.0,0.0
2018-02-22,2018-02-22,68,5958.0,0.0
2018-02-23,2018-02-23,71,8634.0,0.0
2018-02-24,2018-02-24,71,5868.0,0.0
2018-02-25,2018-02-25,79,5634.0,0.0
2018-02-26,2018-02-26,79,6066.0,0.0
2018-02-27,2018-02-27,80,8544.0,0.0
2018-02-28,2018-02-28,85,8880.0,0.0
2018-03-01,2018-03-01,78,10152.0,209.0
2018-03-02,2018-03-02,80,8802.0,0.0
2018-03-03,2018-03-03,72,7980.0,0.0
2018-03-04,2018-03-04,74,7752.0,0.0
2018-03-05,2018-03-05,78,9588.0,96.0
2018-03-06,2018-03-06,69,8406.0,0.0
2018-03-07,2018-03-07,76,9462.0,69.0
2018-03-08,2018-03-08,80,7368.0,0.0
2018-03-09,2018-03-09,87,7782.0,0.0
2018-03-10,2018-03-10,76,8196.0,0.0
2018-03-11,2018-03-11,68,7704.0,0.0
2018-03-12,2018-03-12,68,9072.0,0.0
2018-03-13,2018-03-13,68,9480.0,64.0
2018-03-14,2018-03-14,78,7134.0,0.0
2018-03-15,2018-03-15,84,9306.0,46.0
2018-03-16,2018-03-16,82,7602.0,0.0
2018-03-17,2018-03-17,72,7932.0,0.0
2018-03-18,2018-03-18,74,7920.0,0.0
2018-03-19,2018-03-19,76,8646.0,0.0
2018-03-20,2018-03-20,88,6708.0,0.0
2018-03-21,2018-03-21,94,8166.0,0.0
2018-03-22,2018-03-22,88,7116.0,0.0
2018-03-23,2018-03-23,100,7290.0,0.0
2018-03-24,2018-03-24,84,6612.0,0.0
2018-03-25,2018-03-25,83,7248.0,0.0
2018-03-26,2018-03-26,74,7680.0,0.0
2018-03-27,2018-03-27,70,7470.0,0.0
2018-03-28,2018-03-28,69,6876.0,0.0
2018-03-29,2018-03-29,81,8190.0,0.0
2018-03-30,2018-03-30,89,8526.0,0.0
2018-03-31,2018-03-31,72,8010.0,0.0
2018-04-01,2018-04-01,64,9522.0,69.0
2018-04-02,2018-04-02,58,9642.0,87.0
2018-04-03,2018-04-03,65,9048.0,0.0
2018-04-04,2018-04-04,62,10566.0,276.0
2018-04-05,2018-04-05,65,7932.0,0.0
2018-04-06,2018-04-06,67,9654.0,98.0
2018-04-07,2018-04-07,68,8202.0,0.0
2018-04-08,2018-04-08,70,8268.0,0.0
2018-04-09,2018-04-09,74,9438.0,62.0
2018-04-10,2018-04-10,66,8580.0,0.0
2018-04-11,2018-04-11,70,7686.0,0.0
2018-04-12,2018-04-12,73,10080.0,189.0
2018-04-13,2018-04-13,72,8454.0,0.0
2018-04-14,2018-04-14,64,8490.0,0.0
2018-04-15,2018-04-15,65,7782.0,0.0
2018-04-16,2018-04-16,60,8160.0,0.0
2018-04-17,2018-04-17,56,10068.0,170.0
2018-04-18,2018-04-18,64,8352.0,0.0
2018-04-19,2018-04-19,64,7080.0,0.0
2018-04-20,2018-04-20,61,9534.0,68.0
2018-04-21,2018-04-21,57,9288.0,15.0
2018-04-22,2018-04-22,58,8760.0,0.0
2018-04-23,2018-04-23,57,8136.0,0.0
2018-04-24,2018-04-24,52,8412.0,0.0
2018-04-25,2018-04-25,55,9174.0,0.0
2018-04-26,2018-04-26,58,9522.0,63.0
2018-04-27,2018-04-27,55,8220.0,0.0
2018-04-28,2018-04-28,54,8178.0,0.0
2018-04-29,2018-04-29,55,8412.0,0.0
2018-04-30,2018-04-30,60,9504.0,61.0
2018-05-01,2018-05-01,65,9714.0,108.0
2018-05-02,2018-05-02,74,8880.0,0.0
2018-05-03,2018-05-03,78,8652.0,0.0
2018-05-04,2018-05-04,76,9078.0,0.0
2018-05-05,2018-05-05,71,9642.0,100.0
2018-05-06,2018-05-06,72,9882.0,149.0
2018-05-07,2018-05-07,70,10320.0,234.0
2018-05-08,2018-05-08,55,9078.0,0.0
2018-05-09,2018-05-09,53,8358.0,0.0
2018-05-10,2018-05-10,53,8562.0,0.0
2018-05-11,2018-05-11,55,8268.0,0.0
2018-05-12,2018-05-12,49,9432.0,36.0
2018-05-13,2018-05-13,56,8190.0,0.0
2018-05-14,2018-05-14,63,8244.0,0.0
2018-05-15,2018-05-15,63,7992.0,0.0
2018-05-16,2018-05-16,60,9480.0,56.0
2018-05-17,2018-05-17,66,7518.0,0.0
2018-05-18,2018-05-18,68,9942.0,157.0
2018-05-19,2018-05-19,73,6822.0,0.0
2018-05-20,2018-05-20,78,8460.0,0.0
2018-05-21,2018-05-21,78,9654.0,109.0
2018-05-22,2018-05-22,83,8442.0,0.0
2018-05-23,2018-05-23,80,7422.0,0.0
2018-05-24,2018-05-24,90,8814.0,0.0
2018-05-25,2018-05-25,102,7572.0,0.0
2018-05-26,2018-05-26,89,8136.0,0.0
2018-05-27,2018-05-27,88,7428.0,0.0
2018-05-28,2018-05-28,80,8862.0,0.0
2018-05-29,2018-05-29,70,8226.0,0.0
2018-05-30,2018-05-30,68,8064.0,0.0
2018-05-31,2018-05-31,67,7392.0,0.0
2018-06-01,2018-06-01,66,10752.0,317.0
2018-06-02,2018-06-02,60,8766.0,0.0
2018-06-03,2018-06-03,71,9834.0,138.0
2018-06-04,2018-06-04,80,11370.0,454.0
2018-06-05,2018-06-05,71,10020.0,175.0
2018-06-06,2018-06-06,77,9180.0,13.0
2018-06-07,2018-06-07,77,8718.0,0.0
2018-06-08,2018-06-08,78,8208.0,0.0
2018-06-09,2018-06-09,79,9318.0,43.0
2018-06-10,2018-06-10,90,7068.0,0.0
2018-06-11,2018-06-11,78,9012.0,0.0
2018-06-12,2018-06-12,72,10380.0,248.0
2018-06-13,2018-06-13,80,10638.0,308.0
2018-06-14,2018-06-14,78,8826.0,0.0
2018-06-15,2018-06-15,85,8994.0,0.0
2018-06-16,2018-06-16,82,8196.0,0.0
2018-06-17,2018-06-17,89,7488.0,0.0
2018-06-18,2018-06-18,86,8382.0,0.0
2018-06-19,2018-06-19,85,10452.0,276.0
2018-06-20,2018-06-20,90,9060.0,2.0
2018-06-21,2018-06-21,90,7902.0,0.0
2018-06-22,2018-06-22,91,7356.0,0.0
2018-06-23,2018-06-23,86,9600.0,106.0
2018-06-24,2018-06-24,86,8148.0,0.0
2018-06-25,2018-06-25,100,10122.0,225.0
2018-06-26,2018-06-26,85,9948.0,175.0
2018-06-27,2018-06-27,86,8070.0,0.0
2018-06-28,2018-06-28,82,9588.0,100.0
2018-06-29,2018-06-29,89,9510.0,91.0
2018-06-30,2018-06-30,90,7692.0,0.0
2018-07-01,2018-07-01,81,9240.0,29.0
2018-07-02,2018-07-02,80,10416.0,264.0
2018-07-03,2018-07-03,70,8694.0,0.0
2018-07-04,2018-07-04,60,8844.0,0.0
2018-07-05,2018-07-05,63,8544.0,0.0
2018-07-06,2018-07-06,71,9462.0,64.0
2018-07-07,2018-07-07,72,9420.0,56.0
2018-07-08,2018-07-08,78,8418.0,0.0
2018-07-09,2018-07-09,83,9336.0,51.0
2018-07-10,2018-07-10,78,9768.0,132.0
2018-07-11,2018-07-11,84,9348.0,54.0
2018-07-12,2018-07-12,80,10572.0,295.0
2018-07-13,2018-07-13,66,9300.0,26.0
2018-07-14,2018-07-14,66,10050.0,176.0
2018-07-15,2018-07-15,73,8742.0,0.0
2018-07-16,2018-07-16,70,9960.0,162.0
2018-07-17,2018-07-17,62,9210.0,4.0
2018-07-18,2018-07-18,65,9354.0,36.0
2018-07-19,2018-07-19,75,9378.0,51.0
2018-07-20,2018-07-20,72,7740.0,0.0
2018-07-21,2018-07-21,65,8550.0,0.0
2018-07-22,2018-07-22,62,6978.0,0.0
2018-07-23,2018-07-23,69,8148.0,0.0
2018-07-24,2018-07-24,69,9396.0,49.0
2018-07-25,2018-07-25,69,8586.0,0.0
2018-07-26,2018-07-26,78,8322.0,0.0
2018-07-27,2018-07-27,82,7872.0,0.0
2018-07-28,2018-07-28,77,7110.0,0.0
2018-07-29,2018-07-29,91,8376.0,0.0
2018-07-30,2018-07-30,92,8442.0,0.0
2018-07-31,2018-07-31,87,8394.0,0.0
2018-08-01,2018-08-01,75,9114.0,0.0
2018-08-02,2018-08-02,79,9024.0,0.0
2018-08-03,2018-08-03,77,9780.0,133.0
2018-08-04,2018-08-04,64,8946.0,0.0
2018-08-05,2018-08-05,61,9054.0,0.0
2018-08-06,2018-08-06,68,8322.0,0.0
2018-08-07,2018-08-07,69,9108.0,0.0
2018-08-08,2018-08-08,74,8676.0,0.0
2018-08-09,2018-08-09,75,7926.0,0.0
2018-08-10,2018-08-10,74,8406.0,0.0
2018-08-11,2018-08-11,59,7692.0,0.0
2018-08-12,2018-08-12,63,8070.0,0.0
2018-08-13,2018-08-13,64,8016.0,0.0
2018-08-14,2018-08-14,58,10146.0,188.0
2018-08-15,2018-08-15,53,8304.0,0.0
2018-08-16,2018-08-16,56,9648.0,86.0
2018-08-17,2018-08-17,62,7842.0,0.0
2018-08-18,2018-08-18,66,7470.0,0.0
2018-08-19,2018-08-19,75,9228.0,21.0
2018-08-20,2018-08-20,79,8304.0,0.0
2018-08-21,2018-08-21,71,9996.0,171.0
2018-08-22,2018-08-22,79,9354.0,50.0
2018-08-23,2018-08-23,83,9786.0,141.0
2018-08-24,2018-08-24,89,9072.0,4.0
2018-08-25,2018-08-25,82,9558.0,94.0
2018-08-26,2018-08-26,95,8712.0,0.0
2018-08-27,2018-08-27,90,9138.0,18.0
2018-08-28,2018-08-28,92,8652.0,0.0
2018-08-29,2018-08-29,80,8064.0,0.0
2018-08-30,2018-08-30,77,8244.0,0.0
2018-08-31,2018-08-31,87,9780.0,143.0
2018-09-01,2018-09-01,84,10644.0,313.0
2018-09-02,2018-09-02,83,10002.0,184.0
2018-09-03,2018-09-03,85,10656.0,317.0
2018-09-04,2018-09-04,80,9270.0,34.0
2018-09-05,2018-09-05,82,10752.0,333.0
2018-09-06,2018-09-06,88,9966.0,182.0
2018-09-07,2018-09-07,91,9336.0,59.0
2018-09-08,2018-09-08,85,8970.0,0.0
2018-09-09,2018-09-09,94,8622.0,0.0
2018-09-10,2018-09-10,102,7896.0,0.0
2018-09-11,2018-09-11,90,9504.0,91.0
2018-09-12,2018-09-12,91,9606.0,113.0
2018-09-13,2018-09-13,97,8010.0,0.0
2018-09-14,2018-09-14,100,7662.0,0.0
2018-09-15,2018-09-15,97,7746.0,0.0
2018-09-16,2018-09-16,93,9120.0,17.0
2018-09-17,2018-09-17,90,7680.0,0.0
2018-09-18,2018-09-18,89,8892.0,0.0
2018-09-19,2018-09-19,107,8040.0,0.0
2018-09-20,2018-09-20,116,8784.0,0.0
2018-09-21,2018-09-21,116,9108.0,38.0
2018-09-22,2018-09-22,102,9438.0,90.0
2018-09-23,2018-09-23,104,6420.0,0.0
2018-09-24,2018-09-24,104,8700.0,0.0
2018-09-25,2018-09-25,106,9228.0,52.0
2018-09-26,2018-09-26,104,8364.0,0.0
2018-09-27,2018-09-27,106,7800.0,0.0
2018-09-28,2018-09-28,114,7278.0,0.0
2018-09-29,2018-09-29,100,7224.0,0.0
2018-09-30,2018-09-30,102,7734.0,0.0
2018-10-01,2018-10-01,100,9456.0,92.0
2018-10-02,2018-10-02,89,9036.0,0.0
2018-10-03,2018-10-03,94,8592.0,0.0
2018-10-04,2018-10-04,93,10188.0,231.0
2018-10-05,2018-10-05,92,8964.0,0.0
2018-10-06,2018-10-06,77,7764.0,0.0
2018-10-07,2018-10-07,85,7518.0,0.0
2018-10-08,2018-10-08,93,9990.0,191.0
2018-10-09,2018-10-09,97,9870.0,171.0
2018-10-10,2018-10-10,97,7896.0,0.0
2018-10-11,2018-10-11,103,7302.0,0.0
2018-10-12,2018-10-12,106,7506.0,0.0
2018-10-13,2018-10-13,93,9318.0,57.0
2018-10-14,2018-10-14,99,8124.0,0.0
2018-10-15,2018-10-15,102,7194.0,0.0
2018-10-16,2018-10-16,97,9300.0,57.0
2018-10-17,2018-10-17,97,9834.0,164.0
2018-10-18,2018-10-18,100,8874.0,0.0
2018-10-19,2018-10-19,109,6852.0,0.0
2018-10-20,2018-10-20,98,6816.0,0.0
2018-10-21,2018-10-21,103,8832.0,0.0
2018-10-22,2018-10-22,102,7968.0,0.0
2018-10-23,2018-10-23,98,9468.0,92.0
2018-10-24,2018-10-24,90,7074.0,0.0
2018-10-25,2018-10-25,78,7512.0,0.0
2018-10-26,2018-10-26,81,7092.0,0.0
2018-10-27,2018-10-27,79,8766.0,0.0
2018-10-28,2018-10-28,87,7710.0,0.0
2018-10-29,2018-10-29,93,7662.0,0.0
2018-10-30,2018-10-30,82,7164.0,0.0
2018-10-31,2018-10-31,85,8502.0,0.0
2018-11-01,2018-11-01,77,9174.0,12.0
2018-11-02,2018-11-02,75,10140.0,203.0
2018-11-03,2018-11-03,70,7806.0,0.0
2018-11-04,2018-11-04,72,9168.0,6.0
2018-11-05,2018-11-05,75,7752.0,0.0
2018-11-06,2018-11-06,62,9132.0,0.0
2018-11-07,2018-11-07,57,7638.0,0.0
2018-11-08,2018-11-08,58,7188.0,0.0
2018-11-09,2018-11-09,66,7722.0,0.0
2018-11-10,2018-11-10,60,9150.0,0.0
2018-11-11,2018-11-11,67,8880.0,0.0
2018-11-12,2018-11-12,75,7614.0,0.0
2018-11-13,2018-11-13,63,8322.0,0.0
2018-11-14,2018-11-14,61,7614.0,0.0
2018-11-15,2018-11-15,66,7146.0,0.0
2018-11-16,2018-11-16,78,6558.0,0.0
2018-11-17,2018-11-17,71,6882.0,0.0
2018-11-18,2018-11-18,74,8610.0,0.0
2018-11-19,2018-11-19,88,9120.0,12.0
2018-11-20,2018-11-20,79,7200.0,0.0
2018-11-21,2018-11-21,72,8034.0,0.0
2018-11-22,2018-11-22,72,9060.0,0.0
2018-11-23,2018-11-23,73,6690.0,0.0
2018-11-24,2018-11-24,63,7812.0,0.0
2018-11-25,2018-11-25,74,7740.0,0.0
2018-11-26,2018-11-26,72,8046.0,0.0
2018-11-27,2018-11-27,81,6810.0,0.0
2018-11-28,2018-11-28,78,8598.0,0.0
2018-11-29,2018-11-29,78,7716.0,0.0
2018-11-30,2018-11-30,91,7518.0,0.0
2018-12-01,2018-12-01,72,9678.0,108.0
2018-12-02,2018-12-02,79,7812.0,0.0
2018-12-03,2018-12-03,88,9486.0,86.0
2018-12-04,2018-12-04,90,7896.0,0.0
2018-12-05,2018-12-05,85,8076.0,0.0
2018-12-06,2018-12-06,81,8220.0,0.0
2018-12-07,2018-12-07,84,8268.0,0.0
2018-12-08,2018-12-08,73,8292.0,0.0
2018-12-09,2018-12-09,74,6024.0,0.0
2018-12-10,2018-12-10,87,8616.0,0.0
2018-12-11,2018-12-11,88,6942.0,0.0
2018-12-12,2018-12-12,95,6516.0,0.0
2018-12-13,2018-12-13,101,8010.0,0.0
2018-12-14,2018-12-14,85,6552.0,0.0
2018-12-15,2018-12-15,72,6102.0,0.0
2018-12-16,2018-12-16,83,5850.0,0.0
2018-12-17,2018-12-17,94,8532.0,0.0
2018-12-18,2018-12-18,94,8238.0,0.0
2018-12-19,2018-12-19,100,8982.0,0.0
2018-12-20,2018-12-20,95,7620.0,0.0
2018-12-21,2018-12-21,106,5844.0,0.0
2018-12-22,2018-12-22,85,5904.0,0.0
2018-12-23,2018-12-23,76,6684.0,0.0
2018-12-24,2018-12-24,59,7392.0,0.0
2018-12-25,2018-12-25,58,7008.0,0.0
2018-12-26,2018-12-26,63,6744.0,0.0
2018-12-27,2018-12-27,74,8316.0,0.0
2018-12-28,2018-12-28,78,8652.0,0.0
2018-12-29,2018-12-29,76,6006.0,0.0
2018-12-30,2018-12-30,78,6120.0,0.0
2018-12-31,2018-12-31,75,6318.0,0.0
2019-01-01,2019-01-01,57,8382.0,0.0
2019-01-02,2019-01-02,82,9672.0,117.0
2019-01-03,2019-01-03,83,7404.0,0.0
2019-01-04,2019-01-04,83,9240.0,31.0
2019-01-05,2019-01-05,73,7746.0,0.0
2019-01-06,2019-01-06,75,7266.0,0.0
2019-01-07,2019-01-07,78,6798.0,0.0
2019-01-08,2019-01-08,79,8952.0,0.0
2019-01-09,2019-01-09,81,8934.0,0.0
2019-01-10,2019-01-10,74,8454.0,0.0
2019-01-11,2019-01-11,85,8544.0,0.0
2019-01-12,2019-01-12,71,7824.0,0.0
2019-01-13,2019-01-13,71,7002.0,0.0
2019-01-14,2019-01-14,75,8118.0,0.0
2019-01-15,2019-01-15,71,7152.0,0.0
2019-01-16,2019-01-16,72,9240.0,20.0
2019-01-17,2019-01-17,75,7332.0,0.0
2019-01-18,2019-01-18,71,7254.0,0.0
2019-01-19,2019-01-19,58,8166.0,0.0
2019-01-20,2019-01-20,70,7440.0,0.0
2019-01-21,2019-01-21,72,8430.0,0.0
2019-01-22,2019-01-22,72,8196.0,0.0
2019-01-23,2019-01-23,72,8850.0,0.0
2019-01-24,2019-01-24,73,6258.0,0.0
2019-01-25,2019-01-25,71,7284.0,0.0
2019-01-26,2019-01-26,69,5760.0,0.0
2019-01-27,2019-01-27,70,7512.0,0.0
2019-01-28,2019-01-28,80,8994.0,0.0
2019-01-29,2019-01-29,74,8532.0,0.0
2019-01-30,2019-01-30,76,6354.0,0.0
2019-01-31,2019-01-31,85,6276.0,0.0
2019-02-01,2019-02-01,75,8292.0,0.0
2019-02-02,2019-02-02,56,7512.0,0.0
2019-02-03,2019-02-03,51,9012.0,0.0
2019-02-04,2019-02-04,58,10710.0,300.0
2019-02-05,2019-02-05,49,9204.0,0.0
2019-02-06,2019-02-06,57,8994.0,0.0
2019-02-07,2019-02-07,61,9984.0,158.0
2019-02-08,2019-02-08,54,8226.0,0.0
2019-02-09,2019-02-09,49,6924.0,0.0
2019-02-10,2019-02-10,51,7566.0,0.0
2019-02-11,2019-02-11,55,7656.0,0.0
2019-02-12,2019-02-12,57,8508.0,0.0
2019-02-13,2019-02-13,62,7302.0,0.0
2019-02-14,2019-02-14,55,7086.0,0.0
2019-02-15,2019-02-15,64,7002.0,0.0
2019-02-16,2019-02-16,68,9036.0,0.0
2019-02-17,2019-02-17,80,6126.0,0.0
2019-02-18,2019-02-18,81,7764.0,0.0
2019-02-19,2019-02-19,81,7638.0,0.0
2019-02-20,2019-02-20,80,6972.0,0.0
2019-02-21,2019-02-21,82,9480.0,78.0
2019-02-22,2019-02-22,85,9318.0,49.0
2019-02-23,2019-02-23,69,9042.0,0.0
2019-02-24,2019-02-24,71,6384.0,0.0
2019-02-25,2019-02-25,72,9324.0,37.0
2019-02-26,2019-02-26,68,8568.0,0.0
2019-02-27,2019-02-27,67,9522.0,72.0
2019-02-28,2019-02-28,57,6762.0,0.0
2019-03-01,2019-03-01,60,10608.0,282.0
2019-03-02,2019-03-02,60,10620.0,284.0
2019-03-03,2019-03-03,65,10026.0,171.0
2019-03-04,2019-03-04,67,9906.0,149.0
2019-03-05,2019-03-05,62,9312.0,25.0
2019-03-06,2019-03-06,66,8112.0,0.0
2019-03-07,2019-03-07,59,9684.0,96.0
2019-03-08,2019-03-08,56,9018.0,0.0
2019-03-09,2019-03-09,51,8826.0,0.0
2019-03-10,2019-03-10,55,7254.0,0.0
2019-03-11,2019-03-11,58,8394.0,0.0
2019-03-12,2019-03-12,62,9348.0,32.0
2019-03-13,2019-03-13,70,10536.0,278.0
2019-03-14,2019-03-14,74,9120.0,0.0
2019-03-15,2019-03-15,66,7944.0,0.0
2019-03-16,2019-03-16,55,9906.0,137.0
2019-03-17,2019-03-17,66,8616.0,0.0
2019-03-18,2019-03-18,69,7608.0,0.0
2019-03-19,2019-03-19,74,9768.0,128.0
2019-03-20,2019-03-20,75,10080.0,191.0
2019-03-21,2019-03-21,77,9660.0,109.0
2019-03-22,2019-03-22,71,8742.0,0.0
2019-03-23,2019-03-23,68,7386.0,0.0
2019-03-24,2019-03-24,75,9294.0,34.0
2019-03-25,2019-03-25,83,8724.0,0.0
2019-03-26,2019-03-26,78,10008.0,180.0
2019-03-27,2019-03-27,85,7446.0,0.0
2019-03-28,2019-03-28,88,9996.0,188.0
2019-03-29,2019-03-29,91,8076.0,0.0
2019-03-30,2019-03-30,83,7356.0,0.0
2019-03-31,2019-03-31,90,7134.0,0.0
2019-04-01,2019-04-01,85,11850.0,555.0
2019-04-02,2019-04-02,81,10920.0,365.0
2019-04-03,2019-04-03,79,11328.0,445.0
2019-04-04,2019-04-04,75,10260.0,227.0
2019-04-05,2019-04-05,67,9444.0,56.0
2019-04-06,2019-04-06,57,9900.0,137.0
2019-04-07,2019-04-07,67,8034.0,0.0
2019-04-08,2019-04-08,80,9786.0,138.0
2019-04-09,2019-04-09,70,10050.0,180.0
2019-04-10,2019-04-10,68,10638.0,296.0
2019-04-11,2019-04-11,68,9036.0,0.0
2019-04-12,2019-04-12,71,8256.0,0.0
2019-04-13,2019-04-13,65,9264.0,18.0
2019-04-14,2019-04-14,70,7188.0,0.0
2019-04-15,2019-04-15,71,10746.0,321.0
2019-04-16,2019-04-16,71,8286.0,0.0
2019-04-17,2019-04-17,73,9072.0,0.0
2019-04-18,2019-04-18,81,9522.0,86.0
2019-04-19,2019-04-19,81,9312.0,44.0
2019-04-20,2019-04-20,77,10008.0,179.0
2019-04-21,2019-04-21,78,9588.0,96.0
2019-04-22,2019-04-22,81,8058.0,0.0
